# name|moods|minutes|difficulty|description|image|ingredients-json|steps-json
清炖排骨冬瓜|疲惫,低落,想家|70|普通|排骨和冬瓜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["排骨 400g","冬瓜 350g","姜 10g","清水 900ml","盐 4g"]|["将排骨冷水下锅煮开3分钟，捞出洗净浮沫。","把冬瓜去皮或洗净，切成大块。","锅中加入排骨、姜和清水，小火炖45分钟。","放入冬瓜继续炖至软熟，最后加盐。"]
酱香焖排骨冬瓜|嘴馋,期待,得意|65|普通|排骨和冬瓜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["排骨 400g","冬瓜 350g","姜 10g","生抽 20ml","清水 600ml","食用油 8ml"]|["将排骨焯水洗净，冬瓜切成大块。","锅中放油和姜，把排骨翻炒至表面微黄。","加入生抽和清水，小火焖40分钟。","放入冬瓜焖至软熟，开盖收汁。"]
清炖排骨山药|疲惫,低落,想家|70|普通|排骨和山药搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["排骨 400g","山药 300g","姜 10g","清水 900ml","盐 4g"]|["将排骨冷水下锅煮开3分钟，捞出洗净浮沫。","把山药去皮或洗净，切成大块。","锅中加入排骨、姜和清水，小火炖45分钟。","放入山药继续炖至软熟，最后加盐。"]
酱香焖排骨山药|嘴馋,期待,得意|65|普通|排骨和山药搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["排骨 400g","山药 300g","姜 10g","生抽 20ml","清水 600ml","食用油 8ml"]|["将排骨焯水洗净，山药切成大块。","锅中放油和姜，把排骨翻炒至表面微黄。","加入生抽和清水，小火焖40分钟。","放入山药焖至软熟，开盖收汁。"]
清炖排骨莲藕|疲惫,低落,想家|70|普通|排骨和莲藕搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["排骨 400g","莲藕 300g","姜 10g","清水 900ml","盐 4g"]|["将排骨冷水下锅煮开3分钟，捞出洗净浮沫。","把莲藕去皮或洗净，切成大块。","锅中加入排骨、姜和清水，小火炖45分钟。","放入莲藕继续炖至软熟，最后加盐。"]
酱香焖排骨莲藕|嘴馋,期待,得意|65|普通|排骨和莲藕搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["排骨 400g","莲藕 300g","姜 10g","生抽 20ml","清水 600ml","食用油 8ml"]|["将排骨焯水洗净，莲藕切成大块。","锅中放油和姜，把排骨翻炒至表面微黄。","加入生抽和清水，小火焖40分钟。","放入莲藕焖至软熟，开盖收汁。"]
清炖牛腩番茄|疲惫,低落,想家|70|普通|牛腩和番茄搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["牛腩 400g","番茄 350g","姜 10g","清水 900ml","盐 4g"]|["将牛腩冷水下锅煮开3分钟，捞出洗净浮沫。","把番茄去皮或洗净，切成大块。","锅中加入牛腩、姜和清水，小火炖45分钟。","放入番茄继续炖至软熟，最后加盐。"]
酱香焖牛腩番茄|嘴馋,期待,得意|65|普通|牛腩和番茄搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["牛腩 400g","番茄 350g","姜 10g","生抽 20ml","清水 600ml","食用油 8ml"]|["将牛腩焯水洗净，番茄切成大块。","锅中放油和姜，把牛腩翻炒至表面微黄。","加入生抽和清水，小火焖40分钟。","放入番茄焖至软熟，开盖收汁。"]
清炖牛腩土豆|疲惫,低落,想家|70|普通|牛腩和土豆搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["牛腩 400g","土豆 300g","姜 10g","清水 900ml","盐 4g"]|["将牛腩冷水下锅煮开3分钟，捞出洗净浮沫。","把土豆去皮或洗净，切成大块。","锅中加入牛腩、姜和清水，小火炖45分钟。","放入土豆继续炖至软熟，最后加盐。"]
酱香焖牛腩土豆|嘴馋,期待,得意|65|普通|牛腩和土豆搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["牛腩 400g","土豆 300g","姜 10g","生抽 20ml","清水 600ml","食用油 8ml"]|["将牛腩焯水洗净，土豆切成大块。","锅中放油和姜，把牛腩翻炒至表面微黄。","加入生抽和清水，小火焖40分钟。","放入土豆焖至软熟，开盖收汁。"]
清炖牛腩白萝卜|疲惫,低落,想家|70|普通|牛腩和白萝卜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["牛腩 400g","白萝卜 350g","姜 10g","清水 900ml","盐 4g"]|["将牛腩冷水下锅煮开3分钟，捞出洗净浮沫。","把白萝卜去皮或洗净，切成大块。","锅中加入牛腩、姜和清水，小火炖45分钟。","放入白萝卜继续炖至软熟，最后加盐。"]
酱香焖牛腩白萝卜|嘴馋,期待,得意|65|普通|牛腩和白萝卜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["牛腩 400g","白萝卜 350g","姜 10g","生抽 20ml","清水 600ml","食用油 8ml"]|["将牛腩焯水洗净，白萝卜切成大块。","锅中放油和姜，把牛腩翻炒至表面微黄。","加入生抽和清水，小火焖40分钟。","放入白萝卜焖至软熟，开盖收汁。"]
清炖牛腩胡萝卜|疲惫,低落,想家|70|普通|牛腩和胡萝卜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["牛腩 400g","胡萝卜 250g","姜 10g","清水 900ml","盐 4g"]|["将牛腩冷水下锅煮开3分钟，捞出洗净浮沫。","把胡萝卜去皮或洗净，切成大块。","锅中加入牛腩、姜和清水，小火炖45分钟。","放入胡萝卜继续炖至软熟，最后加盐。"]
酱香焖牛腩胡萝卜|嘴馋,期待,得意|65|普通|牛腩和胡萝卜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["牛腩 400g","胡萝卜 250g","姜 10g","生抽 20ml","清水 600ml","食用油 8ml"]|["将牛腩焯水洗净，胡萝卜切成大块。","锅中放油和姜，把牛腩翻炒至表面微黄。","加入生抽和清水，小火焖40分钟。","放入胡萝卜焖至软熟，开盖收汁。"]
清炖牛腩口蘑|疲惫,低落,想家|70|普通|牛腩和口蘑搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["牛腩 400g","口蘑 200g","姜 10g","清水 900ml","盐 4g"]|["将牛腩冷水下锅煮开3分钟，捞出洗净浮沫。","把口蘑去皮或洗净，切成大块。","锅中加入牛腩、姜和清水，小火炖45分钟。","放入口蘑继续炖至软熟，最后加盐。"]
酱香焖牛腩口蘑|嘴馋,期待,得意|65|普通|牛腩和口蘑搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["牛腩 400g","口蘑 200g","姜 10g","生抽 20ml","清水 600ml","食用油 8ml"]|["将牛腩焯水洗净，口蘑切成大块。","锅中放油和姜，把牛腩翻炒至表面微黄。","加入生抽和清水，小火焖40分钟。","放入口蘑焖至软熟，开盖收汁。"]
清焖鸡翅土豆|疲惫,想家,平静|40|简单|鸡翅和土豆搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡翅中 8个","土豆 300g","姜 8g","清水 400ml","盐 3g"]|["在鸡翅表面划两刀，冷水焯煮后洗净。","把土豆切块，与姜一同放入锅中。","加入鸡翅和清水，小火加盖焖25分钟。","确认鸡翅熟透后加盐，开盖稍收汤汁。"]
照烧鸡翅土豆|开心,期待,嘴馋|35|简单|鸡翅和土豆搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡翅中 8个","土豆 300g","生抽 18ml","蜂蜜 10g","清水 250ml","食用油 8ml"]|["在鸡翅表面划两刀，土豆切成均匀块。","锅中放油，把鸡翅两面煎至金黄。","加入生抽、蜂蜜、清水和土豆，加盖小火焖。","焖至熟透后开盖收成亮泽汤汁。"]
清焖鸡翅香菇|疲惫,想家,平静|40|简单|鸡翅和香菇搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡翅中 8个","香菇 180g","姜 8g","清水 400ml","盐 3g"]|["在鸡翅表面划两刀，冷水焯煮后洗净。","把香菇切块，与姜一同放入锅中。","加入鸡翅和清水，小火加盖焖25分钟。","确认鸡翅熟透后加盐，开盖稍收汤汁。"]
照烧鸡翅香菇|开心,期待,嘴馋|35|简单|鸡翅和香菇搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡翅中 8个","香菇 180g","生抽 18ml","蜂蜜 10g","清水 250ml","食用油 8ml"]|["在鸡翅表面划两刀，香菇切成均匀块。","锅中放油，把鸡翅两面煎至金黄。","加入生抽、蜂蜜、清水和香菇，加盖小火焖。","焖至熟透后开盖收成亮泽汤汁。"]
清焖鸡翅胡萝卜|疲惫,想家,平静|40|简单|鸡翅和胡萝卜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡翅中 8个","胡萝卜 220g","姜 8g","清水 400ml","盐 3g"]|["在鸡翅表面划两刀，冷水焯煮后洗净。","把胡萝卜切块，与姜一同放入锅中。","加入鸡翅和清水，小火加盖焖25分钟。","确认鸡翅熟透后加盐，开盖稍收汤汁。"]
照烧鸡翅胡萝卜|开心,期待,嘴馋|35|简单|鸡翅和胡萝卜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡翅中 8个","胡萝卜 220g","生抽 18ml","蜂蜜 10g","清水 250ml","食用油 8ml"]|["在鸡翅表面划两刀，胡萝卜切成均匀块。","锅中放油，把鸡翅两面煎至金黄。","加入生抽、蜂蜜、清水和胡萝卜，加盖小火焖。","焖至熟透后开盖收成亮泽汤汁。"]
清焖鸡翅板栗仁|疲惫,想家,平静|40|简单|鸡翅和板栗仁搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡翅中 8个","板栗仁 180g","姜 8g","清水 400ml","盐 3g"]|["在鸡翅表面划两刀，冷水焯煮后洗净。","把板栗仁切块，与姜一同放入锅中。","加入鸡翅和清水，小火加盖焖25分钟。","确认鸡翅熟透后加盐，开盖稍收汤汁。"]
照烧鸡翅板栗仁|开心,期待,嘴馋|35|简单|鸡翅和板栗仁搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡翅中 8个","板栗仁 180g","生抽 18ml","蜂蜜 10g","清水 250ml","食用油 8ml"]|["在鸡翅表面划两刀，板栗仁切成均匀块。","锅中放油，把鸡翅两面煎至金黄。","加入生抽、蜂蜜、清水和板栗仁，加盖小火焖。","焖至熟透后开盖收成亮泽汤汁。"]
清焖鸡翅洋葱|疲惫,想家,平静|40|简单|鸡翅和洋葱搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡翅中 8个","洋葱 200g","姜 8g","清水 400ml","盐 3g"]|["在鸡翅表面划两刀，冷水焯煮后洗净。","把洋葱切块，与姜一同放入锅中。","加入鸡翅和清水，小火加盖焖25分钟。","确认鸡翅熟透后加盐，开盖稍收汤汁。"]
照烧鸡翅洋葱|开心,期待,嘴馋|35|简单|鸡翅和洋葱搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鸡翅中 8个","洋葱 200g","生抽 18ml","蜂蜜 10g","清水 250ml","食用油 8ml"]|["在鸡翅表面划两刀，洋葱切成均匀块。","锅中放油，把鸡翅两面煎至金黄。","加入生抽、蜂蜜、清水和洋葱，加盖小火焖。","焖至熟透后开盖收成亮泽汤汁。"]
香煎三文鱼芦笋|得意,期待,满足|20|简单|三文鱼和芦笋搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["三文鱼 300g","芦笋 200g","柠檬 1/4个","黑胡椒 2g","盐 2g","食用油 8ml"]|["将三文鱼擦干，用盐和黑胡椒腌10分钟。","把芦笋洗净切好，焯水或少油炒熟。","平底锅放油，将三文鱼两面各煎3至4分钟。","确认中心熟透，与芦笋装盘并挤上柠檬汁。"]
味噌烤三文鱼芦笋|开心,期待,平静|25|普通|三文鱼和芦笋搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["三文鱼 300g","芦笋 200g","味噌 15g","蜂蜜 8g","清水 10ml"]|["味噌、蜂蜜和清水调匀，抹在三文鱼表面腌10分钟。","把芦笋切好铺在烤盘上，再放上三文鱼。","烤箱预热至200度，烤12至15分钟。","确认鱼肉熟透后取出，静置2分钟再食用。"]
香煎三文鱼西兰花|得意,期待,满足|20|简单|三文鱼和西兰花搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["三文鱼 300g","西兰花 250g","柠檬 1/4个","黑胡椒 2g","盐 2g","食用油 8ml"]|["将三文鱼擦干，用盐和黑胡椒腌10分钟。","把西兰花洗净切好，焯水或少油炒熟。","平底锅放油，将三文鱼两面各煎3至4分钟。","确认中心熟透，与西兰花装盘并挤上柠檬汁。"]
味噌烤三文鱼西兰花|开心,期待,平静|25|普通|三文鱼和西兰花搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["三文鱼 300g","西兰花 250g","味噌 15g","蜂蜜 8g","清水 10ml"]|["味噌、蜂蜜和清水调匀，抹在三文鱼表面腌10分钟。","把西兰花切好铺在烤盘上，再放上三文鱼。","烤箱预热至200度，烤12至15分钟。","确认鱼肉熟透后取出，静置2分钟再食用。"]
香煎三文鱼菠菜|得意,期待,满足|20|简单|三文鱼和菠菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["三文鱼 300g","菠菜 200g","柠檬 1/4个","黑胡椒 2g","盐 2g","食用油 8ml"]|["将三文鱼擦干，用盐和黑胡椒腌10分钟。","把菠菜洗净切好，焯水或少油炒熟。","平底锅放油，将三文鱼两面各煎3至4分钟。","确认中心熟透，与菠菜装盘并挤上柠檬汁。"]
味噌烤三文鱼菠菜|开心,期待,平静|25|普通|三文鱼和菠菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["三文鱼 300g","菠菜 200g","味噌 15g","蜂蜜 8g","清水 10ml"]|["味噌、蜂蜜和清水调匀，抹在三文鱼表面腌10分钟。","把菠菜切好铺在烤盘上，再放上三文鱼。","烤箱预热至200度，烤12至15分钟。","确认鱼肉熟透后取出，静置2分钟再食用。"]
香煎三文鱼南瓜|得意,期待,满足|20|简单|三文鱼和南瓜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["三文鱼 300g","南瓜 280g","柠檬 1/4个","黑胡椒 2g","盐 2g","食用油 8ml"]|["将三文鱼擦干，用盐和黑胡椒腌10分钟。","把南瓜洗净切好，焯水或少油炒熟。","平底锅放油，将三文鱼两面各煎3至4分钟。","确认中心熟透，与南瓜装盘并挤上柠檬汁。"]
味噌烤三文鱼南瓜|开心,期待,平静|25|普通|三文鱼和南瓜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["三文鱼 300g","南瓜 280g","味噌 15g","蜂蜜 8g","清水 10ml"]|["味噌、蜂蜜和清水调匀，抹在三文鱼表面腌10分钟。","把南瓜切好铺在烤盘上，再放上三文鱼。","烤箱预热至200度，烤12至15分钟。","确认鱼肉熟透后取出，静置2分钟再食用。"]
香煎三文鱼口蘑|得意,期待,满足|20|简单|三文鱼和口蘑搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["三文鱼 300g","口蘑 180g","柠檬 1/4个","黑胡椒 2g","盐 2g","食用油 8ml"]|["将三文鱼擦干，用盐和黑胡椒腌10分钟。","把口蘑洗净切好，焯水或少油炒熟。","平底锅放油，将三文鱼两面各煎3至4分钟。","确认中心熟透，与口蘑装盘并挤上柠檬汁。"]
味噌烤三文鱼口蘑|开心,期待,平静|25|普通|三文鱼和口蘑搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["三文鱼 300g","口蘑 180g","味噌 15g","蜂蜜 8g","清水 10ml"]|["味噌、蜂蜜和清水调匀，抹在三文鱼表面腌10分钟。","把口蘑切好铺在烤盘上，再放上三文鱼。","烤箱预热至200度，烤12至15分钟。","确认鱼肉熟透后取出，静置2分钟再食用。"]
清香快炒鱿鱼青椒|平静,满足,疲惫|18|简单|鱿鱼和青椒搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲜鱿鱼 300g","青椒 180g","蒜 5g","食用油 10ml","盐 2g"]|["将鱿鱼处理成薄片或小块，青椒洗净切好。","锅中放一半食用油，把鱿鱼炒至完全熟透后盛出。","补入余油和蒜末，放青椒大火翻炒至断生。","倒回鱿鱼，加盐翻匀后立即装盘。"]
黑椒小炒鱿鱼青椒|开心,期待,嘴馋|22|简单|鱿鱼和青椒搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲜鱿鱼 300g","青椒 180g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将鱿鱼切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把青椒洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将鱿鱼炒至完全熟透。","加入青椒和蒜末大火翻炒2分钟，尝味后装盘。"]
清香快炒鱿鱼洋葱|平静,满足,疲惫|18|简单|鱿鱼和洋葱搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲜鱿鱼 300g","洋葱 200g","蒜 5g","食用油 10ml","盐 2g"]|["将鱿鱼处理成薄片或小块，洋葱洗净切好。","锅中放一半食用油，把鱿鱼炒至完全熟透后盛出。","补入余油和蒜末，放洋葱大火翻炒至断生。","倒回鱿鱼，加盐翻匀后立即装盘。"]
黑椒小炒鱿鱼洋葱|开心,期待,嘴馋|22|简单|鱿鱼和洋葱搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲜鱿鱼 300g","洋葱 200g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将鱿鱼切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把洋葱洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将鱿鱼炒至完全熟透。","加入洋葱和蒜末大火翻炒2分钟，尝味后装盘。"]
清香快炒鱿鱼芹菜|平静,满足,疲惫|18|简单|鱿鱼和芹菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲜鱿鱼 300g","芹菜 200g","蒜 5g","食用油 10ml","盐 2g"]|["将鱿鱼处理成薄片或小块，芹菜洗净切好。","锅中放一半食用油，把鱿鱼炒至完全熟透后盛出。","补入余油和蒜末，放芹菜大火翻炒至断生。","倒回鱿鱼，加盐翻匀后立即装盘。"]
黑椒小炒鱿鱼芹菜|开心,期待,嘴馋|22|简单|鱿鱼和芹菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲜鱿鱼 300g","芹菜 200g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将鱿鱼切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把芹菜洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将鱿鱼炒至完全熟透。","加入芹菜和蒜末大火翻炒2分钟，尝味后装盘。"]
清香快炒鱿鱼韭菜|平静,满足,疲惫|18|简单|鱿鱼和韭菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲜鱿鱼 300g","韭菜 180g","蒜 5g","食用油 10ml","盐 2g"]|["将鱿鱼处理成薄片或小块，韭菜洗净切好。","锅中放一半食用油，把鱿鱼炒至完全熟透后盛出。","补入余油和蒜末，放韭菜大火翻炒至断生。","倒回鱿鱼，加盐翻匀后立即装盘。"]
黑椒小炒鱿鱼韭菜|开心,期待,嘴馋|22|简单|鱿鱼和韭菜搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲜鱿鱼 300g","韭菜 180g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将鱿鱼切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把韭菜洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将鱿鱼炒至完全熟透。","加入韭菜和蒜末大火翻炒2分钟，尝味后装盘。"]
清香快炒鱿鱼荷兰豆|平静,满足,疲惫|18|简单|鱿鱼和荷兰豆搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲜鱿鱼 300g","荷兰豆 180g","蒜 5g","食用油 10ml","盐 2g"]|["将鱿鱼处理成薄片或小块，荷兰豆洗净切好。","锅中放一半食用油，把鱿鱼炒至完全熟透后盛出。","补入余油和蒜末，放荷兰豆大火翻炒至断生。","倒回鱿鱼，加盐翻匀后立即装盘。"]
黑椒小炒鱿鱼荷兰豆|开心,期待,嘴馋|22|简单|鱿鱼和荷兰豆搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["鲜鱿鱼 300g","荷兰豆 180g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将鱿鱼切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把荷兰豆洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将鱿鱼炒至完全熟透。","加入荷兰豆和蒜末大火翻炒2分钟，尝味后装盘。"]
清香快炒鸭胸肉彩椒|平静,满足,疲惫|18|简单|鸭胸肉和彩椒搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["去皮鸭胸肉 300g","彩椒 180g","蒜 5g","食用油 10ml","盐 2g"]|["将鸭胸肉处理成薄片或小块，彩椒洗净切好。","锅中放一半食用油，把鸭胸肉炒至完全熟透后盛出。","补入余油和蒜末，放彩椒大火翻炒至断生。","倒回鸭胸肉，加盐翻匀后立即装盘。"]
黑椒小炒鸭胸肉彩椒|开心,期待,嘴馋|22|简单|鸭胸肉和彩椒搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["去皮鸭胸肉 300g","彩椒 180g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将鸭胸肉切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把彩椒洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将鸭胸肉炒至完全熟透。","加入彩椒和蒜末大火翻炒2分钟，尝味后装盘。"]
清香快炒鸭胸肉洋葱|平静,满足,疲惫|18|简单|鸭胸肉和洋葱搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["去皮鸭胸肉 300g","洋葱 200g","蒜 5g","食用油 10ml","盐 2g"]|["将鸭胸肉处理成薄片或小块，洋葱洗净切好。","锅中放一半食用油，把鸭胸肉炒至完全熟透后盛出。","补入余油和蒜末，放洋葱大火翻炒至断生。","倒回鸭胸肉，加盐翻匀后立即装盘。"]
黑椒小炒鸭胸肉洋葱|开心,期待,嘴馋|22|简单|鸭胸肉和洋葱搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["去皮鸭胸肉 300g","洋葱 200g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将鸭胸肉切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把洋葱洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将鸭胸肉炒至完全熟透。","加入洋葱和蒜末大火翻炒2分钟，尝味后装盘。"]
清香快炒鸭胸肉芦笋|平静,满足,疲惫|18|简单|鸭胸肉和芦笋搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["去皮鸭胸肉 300g","芦笋 200g","蒜 5g","食用油 10ml","盐 2g"]|["将鸭胸肉处理成薄片或小块，芦笋洗净切好。","锅中放一半食用油，把鸭胸肉炒至完全熟透后盛出。","补入余油和蒜末，放芦笋大火翻炒至断生。","倒回鸭胸肉，加盐翻匀后立即装盘。"]
黑椒小炒鸭胸肉芦笋|开心,期待,嘴馋|22|简单|鸭胸肉和芦笋搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["去皮鸭胸肉 300g","芦笋 200g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将鸭胸肉切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把芦笋洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将鸭胸肉炒至完全熟透。","加入芦笋和蒜末大火翻炒2分钟，尝味后装盘。"]
清香快炒鸭胸肉口蘑|平静,满足,疲惫|18|简单|鸭胸肉和口蘑搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["去皮鸭胸肉 300g","口蘑 180g","蒜 5g","食用油 10ml","盐 2g"]|["将鸭胸肉处理成薄片或小块，口蘑洗净切好。","锅中放一半食用油，把鸭胸肉炒至完全熟透后盛出。","补入余油和蒜末，放口蘑大火翻炒至断生。","倒回鸭胸肉，加盐翻匀后立即装盘。"]
黑椒小炒鸭胸肉口蘑|开心,期待,嘴馋|22|简单|鸭胸肉和口蘑搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["去皮鸭胸肉 300g","口蘑 180g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将鸭胸肉切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把口蘑洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将鸭胸肉炒至完全熟透。","加入口蘑和蒜末大火翻炒2分钟，尝味后装盘。"]
清香快炒鸭胸肉西兰花|平静,满足,疲惫|18|简单|鸭胸肉和西兰花搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["去皮鸭胸肉 300g","西兰花 250g","蒜 5g","食用油 10ml","盐 2g"]|["将鸭胸肉处理成薄片或小块，西兰花洗净切好。","锅中放一半食用油，把鸭胸肉炒至完全熟透后盛出。","补入余油和蒜末，放西兰花大火翻炒至断生。","倒回鸭胸肉，加盐翻匀后立即装盘。"]
黑椒小炒鸭胸肉西兰花|开心,期待,嘴馋|22|简单|鸭胸肉和西兰花搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["去皮鸭胸肉 300g","西兰花 250g","蒜 5g","生抽 10ml","黑胡椒 2g","食用油 10ml"]|["将鸭胸肉切成均匀小块，用生抽和黑胡椒拌匀静置10分钟。","把西兰花洗净切好，较硬的蔬菜先焯水1分钟。","热锅放油，将鸭胸肉炒至完全熟透。","加入西兰花和蒜末大火翻炒2分钟，尝味后装盘。"]
蒜香快炒鹰嘴豆番茄|平静,满足,疲惫|18|简单|鹰嘴豆和番茄搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["熟鹰嘴豆 280g","番茄 300g","蒜 8g","生抽 10ml","食用油 10ml"]|["将鹰嘴豆和番茄洗净，切成均匀小块。","锅中放油，小火炒香蒜末。","先放较难熟的食材翻炒，再加入另一种食材。","加生抽和少量清水，炒至熟透后装盘。"]
咖喱轻焖鹰嘴豆番茄|期待,低落,开心|28|简单|鹰嘴豆和番茄搭配，分量明确、步骤清楚，适合日常在家完成。|/static/dish_tomato_beef.png|["熟鹰嘴豆 280g","番茄 300g","原味咖喱粉 8g","清水 300ml","食用油 8ml"]|["将鹰嘴豆和番茄切成大小一致的块。","锅中放油，将两种食材翻炒3分钟。","加入咖喱粉和清水拌匀，小火加盖焖煮。","待食材软熟、汤汁浓稠后关火。"]
